MissingMigrants-Global-2024-01-26--01_47_22
Main ID,Year,Total Number of Dead and Missing,Cause of Death,Country of Origin,Location of death,Coordinates,Migration route
2023.MMP1065,2023,1,Mixed or unknown,Honduras,"In an undetermined ranch in North Maverick County, Texas, United States of America","29.07536733, -100.639425",US-Mexico border crossing
2023.MMP1074,2023,2,Drowning,Haiti,"Rio Bravo in Brownsville, Cameron County, Texas, United States of America","25.88943132, -97.50763",US-Mexico border crossing
2023.MMP1075,2023,1,Drowning,Unknown,"Suchiate River near Ejido Miguel Aleman, Chiapas, Mexico","14.55333784, -92.217281",
2023.MMP1076,2023,1,Vehicle accident / death linked to hazardous transport,Unknown,"I-10 Highway close to University of Texas at El Paso, El Paso, Texas, United States of America","31.76936142, -106.509529",US-Mexico border crossing
2023.MMP1077,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Ranch near TX-131 Road in Kinney County, Texas, United States of America","29.08557404, -100.470553",US-Mexico border crossing
2023.MMP1413,2023,1,Mixed or unknown,Malaysia,"At the immigration centre in Tachileik, Myanmar","20.4456403, 99.879824",
2023.MMP1050,2023,1,Mixed or unknown,Somalia,"Unspecified location off the coast of Lesvos, Greece","39.30415035, 26.4722731",Eastern Mediterranean
2023.MMP1082,2023,1,Drowning,Unknown,"Northwest of Samos Island, opposite of Drakaioi village, Greece","37.7758763, 26.601457",Eastern Mediterranean
2023.MMP1105,2023,1,Drowning,Haiti,"Bravo River in Brownsville,Cameron County, Texas, United States of America","25.88826045, -97.52269509",US-Mexico border crossing
2023.MMP1106,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Venezuela (Bolivarian Republic of),"Ranch near TX-480 Loop, Eagle Pass, Maverick County, Texas, United States of America","28.65956513, -100.4826349",US-Mexico border crossing
2023.MMP1269,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Fantaherou, Obock, Djibouti","11.978389, 43.289374",Eastern Route to/from EHOA
2023.MMP1270,2023,1,Mixed or unknown,Ethiopia,"Oulma, Obock, Djibouti","12.14368, 43.303271",Eastern Route to/from EHOA
2023.MMP1368,2023,1,Drowning,Unknown,"Off Nenita, Chios, Greece","38.23928005, 26.128216",Eastern Mediterranean
2023.MMP1384,2023,1,Sickness / lack of access to adequate healthcare,Gambia,"Arlit, Agadez, Niger","18.748387, 7.390878",Sahara Desert crossing
2023.MMP1083,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Al Kufra, Libya","25.13585782, 21.258318",
2023.MMP1079,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Unspecified location close to the border with Latvia,  Braslav District, Belarus","55.788042, 26.928627",Belarus-EU border
2023.MMP1109,2023,38,Drowning,Unknown,"International Waters near San Andres y Providencia Islands (Colombia), Caribbean Sea","12.86344184, -82.08315938",
2023.MMP1120,2023,1,Mixed or unknown,Colombia,"600 W 5th Street, Brownsville, Cameron County, Texas, United States of America","25.91331374, -97.50978356",US-Mexico border crossing
2023.MMP1184,2023,1,Drowning,Unknown,"Remains washed ashore at Sabratha beach, Libya","32.81451278, 12.454624",Central Mediterranean
2023.MMP1060,2023,1,Drowning,Morocco,"Off the coast of Caños de Meca, Cadiz, Spain - On the Atlantic Route from Morocco to mainland Spain","36.18048613, -6.003605",Western Mediterranean
2023.MMP1090,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In a swamp around Białowieża (directly on the border with Belarus), in Hajnówka County, Poland","52.68924571, 23.891505",Belarus-EU border
2023.MMP1081,2023,1,Vehicle accident / death linked to hazardous transport,Tunisia,"At the Capitou toll in Fréjus, Var, France","43.47008949, 6.732627",
2023.MMP1091,2023,1,Vehicle accident / death linked to hazardous transport,Unknown,"35km south-west from Białowieża, between the towns of Dobrowoda and Kleszczele, Poland","52.57068806, 23.322195",Belarus-EU border
2023.MMP1179,2023,2,Mixed or unknown,Unknown,"Unspecified location near the border with Latvia, Verkhniadzvinsk District, Belarus","56.041769, 27.852292",Belarus-EU border
2023.MMP1369,2023,1,Drowning,Unknown,"Remains recovered at Tigaki, Kos, Greece","36.89069987, 27.183192",Eastern Mediterranean
2023.MMP1086,2023,8,"Harsh environmental conditions / lack of adequate shelter, food, water",Senegal,"In differente locations at sea between Kaffoutine, Senegal and Dakhla, Western Sahara - embarkation from Senegal","23.72818189, -15.930064",Western Africa / Atlantic route to the Canary Islands
2023.MMP1078,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Off the coast of El Hierro, Spain","27.63942372, -17.952236",Western Africa / Atlantic route to the Canary Islands
2023.MMP1080,2023,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Unspecified location in Belarus close to the border with Latvia,"55.7836984, 27.312179",Belarus-EU border
2023.MMP1108,2023,1,Drowning,Unknown,"Bravo River close to ""La Nogalera"", Eagle Pass, Maverick County, Texas, United States of America","28.67391328, -100.5034336",US-Mexico border crossing
2023.MMP1121,2023,1,Mixed or unknown,Honduras,"On Dos Islas Colony, Puerto Madero, Tapachula, Chiapas, Mexico","14.90145367, -92.27452411",
2023.MMP1271,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Hamar, Obock, Djibouti","12.464529, 43.134233",Eastern Route to/from EHOA
2023.MMP1272,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Hamar, Obock, Djibouti","12.464529, 43.134233",Eastern Route to/from EHOA
2023.MMP1104,2023,1,Vehicle accident / death linked to hazardous transport,Afghanistan,"On 253th km of Trakiya highway, aorund Nova Zagora, Sliven Province, Bulgaria","42.49857251, 25.997513",Western Balkans
2023.MMP1110,2023,45,Drowning,Senegal,"Off Ndiébène-Gandiole, Saint Louis, Senegal","16.03645094, -16.49143",Western Africa / Atlantic route to the Canary Islands
2023.MMP1111,2023,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Mixed/Unknown,"290 KM South Dakhla, Western Sahara - embarkation from Mbour, Senegal on 19 Oct","22.00513301, -18.073608",Western Africa / Atlantic route to the Canary Islands
2023.MMP1112,2023,1,Mixed or unknown,Senegal,"Found dead in a house in Ait Amira, Chtouka-Aït Baha, Morocco","30.17682986, -9.495288",
2023.MMP1122,2023,1,Sickness / lack of access to adequate healthcare,Haiti,"House in 26 de Octubre and Santa Rosa Street, Tapachula, Chiapas, Mexico","14.88257683, -92.27949068",
2023.MMP1166,2023,1,Mixed or unknown,Venezuela (Bolivarian Republic of),"Unspecified location near the Turquesa River, Darien National Park, Panama","8.463610283, -77.69197459",Darien
2023.MMP1383,2023,1,Vehicle accident / death linked to hazardous transport,Niger,"Tchibarakaten, Agadez, Niger","16.990684, 8.004992",Sahara Desert crossing
2023.MMP1383,2023,1,Vehicle accident / death linked to hazardous transport,Gambia,"Tchibarakaten, Agadez, Niger","16.990684, 8.004992",Sahara Desert crossing
2023.MMP1117,2023,3,Violence,Unknown,"At abandoned farming warehouses near the village of Horgoš, Kanjiža, North Banat District, Vojvodina, Serbia","46.15238907, 19.965731",Western Balkans
2023.MMP1147,2023,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran (Islamic Republic of),"Unspecified location near the border fence with Latvia, Verkhniadzvinsk District, Belarus","56.038483, 27.845911",
2023.MMP1123,2023,1,Sickness / lack of access to adequate healthcare,Unknown,"Jesus el Buen Pastor Temporary Shelter, Los Naranjos, Tapachula, Chiapas, Mexico","14.87655146, -92.30753987",
2023.MMP1113,2023,25,Drowning,Tunisia,"Off Marinella di Selinunte close to Trapani, Sicily, Italy - departed from Mahdia, Tunisia on 26 Oct","37.57571966, 12.839056",Central Mediterranean
2023.MMP1115,2023,21,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"82 miles off the coast of Granadilla de Abona, South of Tenerife, Canary Islands - embarkation from Gambia","26.95212477, -16.428656",Western Africa / Atlantic route to the Canary Islands
2023.MMP1124,2023,1,Drowning,Honduras,"Bravo River close to ""Brecha del Diablo"", Piedras Negras, Coahuila, Mexico","28.69437149, -100.5109311",US-Mexico border crossing
2023.MMP1124,2023,1,Drowning,Mexico,"Bravo River close to ""Brecha del Diablo"", Piedras Negras, Coahuila, Mexico","28.69437149, -100.5109311",US-Mexico border crossing
2023.MMP1359,2023,9,Drowning,Unknown,"Unspecified location in the Mediterranean - embarkation from Zuwara, Libya","33.88946324, 12.576898",Central Mediterranean
2023.MMP1381,2023,1,Sickness / lack of access to adequate healthcare,Unknown,"Hospital Virgen de los Reyes in El Hierro, Spain","27.81440546, -17.915528",Western Africa / Atlantic route to the Canary Islands
2023.MMP1381,2023,1,Sickness / lack of access to adequate healthcare,Unknown,"At temporary reception center in El Hierro, Spain","27.64183582, -17.979943",Western Africa / Atlantic route to the Canary Islands
2023.MMP1118,2023,1,Accidental death,Unknown,"Durance river near La Schappe park, Briançon, Hautes-Alpes, France","44.89668112, 6.641942",Italy to France
2023.MMP1415,2023,2,Vehicle accident / death linked to hazardous transport,Afghanistan,"Overturned on Grand Trunk Road near Hattian, Punjab province, Pakistan","33.84703985, 72.482847",
2023.MMP1116,2023,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"9.5 miles from Punta Rasca, South of Tenerife, Canary Islands - embarkation from Gambia","27.83692825, -16.62201",Western Africa / Atlantic route to the Canary Islands
2023.MMP1125,2023,1,Accidental death,Peru,"El Tamarindal, San Pedro Tapanatepec, Oaxaca, Mexico","16.28298237, -94.20655868",
2023.MMP1153,2023,1,Drowning,Unknown,"Rio Bravo in Ejido Santo Domingo, Guerrero, Coahuila,Mexico","28.34557412, -100.3153534",US-Mexico border crossing
2023.MMP1129,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In Hospital Insular Nuestra Señora de los Reyes after arrival at the port of La Estaca, El Hierro, Canary Islands, Spain","27.81479968, -17.915546",Western Africa / Atlantic route to the Canary Islands
2023.MMP1130,2023,2,Mixed or unknown,Unknown,"Remains found off the coast of El Hierro, Canary Islands, Spain","27.68864809, -17.935369",Western Africa / Atlantic route to the Canary Islands
2023.MMP1130,2023,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain","27.81479968, -17.915546",Western Africa / Atlantic route to the Canary Islands
2023.MMP1140,2023,1,Violence,Syrian Arab Republic,"In the Black Forest outside of Hajnowka, Poland","52.661763, 23.734527",Belarus-EU border
2023.MMP1154,2023,1,Drowning,Unknown,"Rio Bravo in Ejido Santo Domingo, Guerrero, Coahuila,Mexico","28.34557412, -100.3153534",US-Mexico border crossing
2023.MMP1416,2023,1,Drowning,Malaysia,"One missing, attempting to escape Myanmar fraud park and crossing a river","16.6843, 98.5007",
2023.MMP1155,2023,14,Accidental death,Venezuela (Bolivarian Republic of),"Intersection of Vista Hermosa and Central Street, in the Cerro Obligado sector in Coronel, Bio Bio, Chile","-37.01791228, -73.16290124",
2023.MMP1168,2023,1,Mixed or unknown,Ecuador,"Unspecified location near Marragantí River's mouth, Comarca Emberá-Cemacó, Darien National Park, Panama","8.467826865, -77.68955479",Darien
2023.MMP1175,2023,3,Drowning,Unknown,"Remains washed ashore Misrata, Libya","32.32745199, 15.098676",Central Mediterranean
2023.MMP1261,2023,191,Drowning,Mixed,"Unspecified location off the coast of Gadaye Beach, Senegal en route to Spain's Canary Islands","14.92862521, -17.41490516",Western Africa / Atlantic route to the Canary Islands
2023.MMP1360,2023,1,Drowning,Sudan,Unspecified location off Italy - embarkation from Tunisia,"35.31236212, 12.28458",Central Mediterranean
2023.MMP1360,2023,1,Drowning,South Sudan,Unspecified location off Italy - embarkation from Tunisia,"35.31236212, 12.28458",Central Mediterranean
2023.MMP1409,2023,3,Violence,Democratic People's Republic of Korea,"Around Tumen River near the city of Musan, North Hamgyong, North Korea","42.25568963, 129.190307",
2023.MMP1414,2023,5,Violence,Democratic People's Republic of Korea,"Around Tumen River near the city of Musan, North Hamgyong, North Korea","42.20304164, 129.225227",
2023.MMP1127,2023,1,Mixed or unknown,Unknown,"Remains recovered near Cala Pulcino, Lampedusa, Italy","35.51464003, 12.551752",Central Mediterranean
2023.MMP1174,2023,3,Drowning,Unknown,"Off the coasts of Ain Taya, Tamrees, Algeria","36.81708493, 3.286828031",Western Mediterranean
2023.MMP1128,2023,113,Drowning,Senegal,"Unspecified location off the coast of Nouadhibou, Mauritania en route to Spain's Canary Islands - departure from Senegal around 29 October","21.18604144, -17.600929",Western Africa / Atlantic route to the Canary Islands
2023.MMP1131,2023,4,Vehicle accident / death linked to hazardous transport,Honduras,"U.S. Highway 57 near Batesville, Zavala County, Texas","28.947198, -99.656421",US-Mexico border crossing
2023.MMP1160,2023,1,Drowning,Unknown,"Rio Bravo close to ejido El Saucito, Guerrero, Coahuila, Mexico","28.5338689, -100.4045339",US-Mexico border crossing
2023.MMP1161,2023,1,Drowning,Honduras,"Rio Bravo in Ejido Santo Domingo, Guerrero, Coahuila, Mexico","28.3460631, -100.3153236",US-Mexico border crossing
2023.MMP1162,2023,1,Vehicle accident / death linked to hazardous transport,Honduras,"La Mancha, Viesca, Coahuila, Mexico","24.86588009, -102.843923",US-Mexico border crossing
2023.MMP1163,2023,1,Sickness / lack of access to adequate healthcare,Guinea,"Efraín R Gómez Cuarta Sección, Juchitán de Zaragoza, Oaxaca, México","16.43369006, -95.01324854",
2023.MMP1164,2023,1,Vehicle accident / death linked to hazardous transport,Honduras,"Railroad tracks in Ejido El Mezquite, Sabinas, Coahuila, Mexico","27.83199896, -101.1385135",US-Mexico border crossing
2023.MMP1165,2023,1,Vehicle accident / death linked to hazardous transport,Honduras,"Ferromex yards, Braulio Fernandez Aguirre, Torreon, Coahuila, Mexico","25.51161009, -103.4256707",
2023.MMP1370,2023,17,Drowning,Algeria,"Unspecified location in the Mediterranean - embarkation from Mostaganem, Algeria en route to Murcia, Spain","36.64910151, -0.248636",Western Mediterranean
2023.MMP1382,2023,2,Violence,Ethiopia,"Milxo Sanaag, Somalia","11.11190128, 48.596099",Eastern Route to/from EHOA
2023.MMP1132,2023,1,Sickness / lack of access to adequate healthcare,Unknown,"Off the cost of Port of La Restinga, El Hierro, Canaray Islands, Spain","27.636397, -17.978471",Western Africa / Atlantic route to the Canary Islands
2023.MMP1133,2023,1,Vehicle accident / death linked to hazardous transport,Unknown,"Presumed near Minas de Barrotera, Muzquiz, Coahuila, Mexico","21.662054, -101.315172",
2023.MMP1252,2023,1,Accidental death,Unknown,"Railroad tracks close to El Carmen, Nuevo Leon,Mexico","25.92175878, -100.3710001",
2023.MMP1142,2023,1,Drowning,Unknown,"Jakovci Netretićki, Karlovac County, Croatia","45.495112, 15.372366",Western Balkans
2023.MMP1146,2023,1,Drowning,Unknown,Off the coast of Muğla’s Fethiye,"36.650208, 29.022756",Eastern Mediterranean
2023.MMP1361,2023,2,Drowning,Unknown,"Off Lampedusa, Italy - embarkation from Tunisia","35.43413481, 12.534375",Central Mediterranean
2023.MMP1138,2023,1,Drowning,Unknown,"Unspecified location off the coast of Balikesir Provience, Turkiye","39.317709, 26.609903",Eastern Mediterranean
2023.MMP1149,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"A1 motorway, Lika-Senj County, Croatia","44.554378, 15.430992",Western Balkans
2023.MMP1139,2023,1,Drowning,Venezuela (Bolivarian Republic of),"Near the Eagle Pass Texas Boat Ramp on the Rio Grande, Eagle Pass, Maverick County, Texas, United States of America","28.708651, -100.510702",US-Mexico border crossing
2023.MMP1169,2023,2,Drowning,Venezuela (Bolivarian Republic of),"Rio Bravo, Eagle Pass, Maverick County, Texas, United States of America","28.70869927, -100.5101572",US-Mexico border crossing
2023.MMP1170,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Santa Monica Ranch, Nava, Coahuila, Mexico","28.20720979, -100.6183228",US-Mexico border crossing
2023.MMP1189,2023,2,Drowning,Colombia,"Rio Grande in Piedras Negras Coahuila, Mexico","28.709069, -100.511201",US-Mexico border crossing
2023.MMP1266,2023,7,Drowning,Unknown,"Off Sfax, Tunisia","34.6601654, 10.853588",Central Mediterranean
2023.MMP1134,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Syrian Arab Republic,"Unspecified location in the town of Trestenik, Albania","40.571899, 21.019112",Western Balkans
2023.MMP1135,2023,49,Drowning,Mixed/Unknown,"Off the coast of Mocha, Yemen - EHOA-Yemen crossing","13.319037, 43.204713",Eastern Route to/from EHOA
2023.MMP1136,2023,1,Mixed or unknown,Eritrea,"Unspecified location off of the coast of Lampedusa, Italy","35.4634353, 12.526837",Central Mediterranean
2023.MMP1141,2023,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Near the Latvian border in Verkhniadzvinsk District, Belarus","56.001224, 27.846376",Belarus-EU border
2023.MMP1148,2023,1,Drowning,Unknown,"Pravutina, Karlovac County, Croatia","45.595494, 15.284295",Western Balkans
2023.MMP1167,2023,1,Drowning,Unknown,"Rio Bravo close to Dos Cruces Ranch, Piedras Negras, Coahuila, Mexico","28.7481471, -100.5149679",US-Mexico border crossing
2023.MMP1137,2023,4,Drowning,Syrian Arab Republic,"Off the coast of Cleopatra Bay, Cesme, Turkiye","38.335726, 26.268284",Eastern Mediterranean
2023.MMP1137,2023,1,Drowning,State of Palestine,"Off the coast of Cleopatra Bay, Cesme, Turkiye","38.335726, 26.268284",Eastern Mediterranean
2023.MMP1137,2023,2,Drowning,Unknown,"Off the coast of Cleopatra Bay, Cesme, Turkiye","38.335726, 26.268284",Eastern Mediterranean
